Rank;Sourceid;Title;Type;Issn;Publisher;SJR;SJR Best Quartile;Total Docs. (2024);Estimated APC (USD);Estimated value (USD)
25949;21101048854;"Frontiers in Stem Cell and Regenerative Medicine Research";book series;"24679593, 23527633";"Bentham Science Publishers";0,133;Q4;0;2242;13454;
25950;18271;"Fruhmittelalterliche Studien";book series;"00719706, 16130812";"Walter de Gruyter GmbH";0,133;Q2;14;2220;162093;
25951;21100275429;"Galilaeana";journal;"19716052, 18253903";"Museo Galileo";0,133;Q2;21;2208;119220;
25952;28756;"Geographische Rundschau";journal;"00167460";"Westermann Schulbuchverlag GmbH";0,133;Q4;145;2355;1575517;
25953;21100202710;"German Monitor";book series;"18757391, 09271910";"Editions Rodopi B.V.";0,133;Q2;20;2226;93485;
25954;21100406938;"Global Pentecostal and Charismatic Studies";book series;"18762247";"Brill Academic Publishers";0,133;Q3;3;2241;147930;
25955;21101148500;"Gonda Indological Studies";book series;"13823442";"Brill Academic Publishers";0,133;Q3;0;2267;0;
25956;21101196745;"Grammars and Sketches of the World's Languages";book series;"23529342";"Brill Academic Publishers";0,133;Q2;0;2295;0;
25957;21101177471;"Groningen Oriental Studies, Supplement";book series;"15667642";"Brill Academic Publishers";0,133;Q3;0;2295;0;
25958;21100426620;"Handbook of Oriental Studies. Section 2, South Asia";book series;"01699377";"Brill Academic Publishers";0,133;Q3;0;2283;152973;
25959;4000151811;"Heart and Metabolism";journal;"15660338";"Les Laboratoires Seriver";0,133;Q4;0;2226;44512;
25960;21100407168;"History of Science and Medicine Library";book series;"18720684";"Brill Academic Publishers";0,133;Q3;0;2295;0;
25961;21100406872;"History of Warfare";book series;"13857827";"Brill Academic Publishers";0,133;Q3;71;2255;209743;
25962;21101144304;"Horticultura Argentina";journal;"03273431, 18519342";"Asociacion Argentina de Horticultura - ASAHO";0,133;Q4;16;2326;76753;
25963;21101247339;"IAHR International Symposium on Ice";book series;"24146331";"International Association for Hydro-Environment Engineering and Research";0,133;Q4;93;2295;213433;
25964;21101148501;"Iberian Religious World";book series;"22139141";"Brill Academic Publishers";0,133;Q3;0;2295;0;
25965;21100406775;"Immigration and Asylum Law and Policy in Europe";book series;"15682749";"Brill Academic Publishers";0,133;Q4;0;2282;73027;
25966;21100407200;"Impact of Empire";book series;"15720500";"Brill Academic Publishers";0,133;Q2;31;2222;95553;
25967;21100900132;"Interacao em Psicologia";journal;"19818076, 19818068";"Universidade Federal do Parana - Departamento de Psicologia";0,133;Q4;24;2294;373873;
25968;5800204545;"International Environmental Law";book series;"18736599";"Brill Academic Publishers";0,133;Q4;17;2414;79665;
25969;21100406310;"International Humanitarian Law Series";book series;"13896776";"Brill Academic Publishers";0,133;Q4;14;2283;34248;
25970;21100198553;"International Journal of Banking, Accounting and Finance";journal;"17553830, 17553849";"Inderscience";0,133;Q4;18;2377;180631;
25971;19700200704;"International Journal of Business and Management Science";journal;"18376614, 1985692X";"Society for Alliance, Fidelity and Advancement";0,133;Q4;0;2313;53202;
25972;21100258854;"International Journal of Interdisciplinary Social and Community Studies";journal;"23247584, 23247576";"Common Ground Research Networks";0,133;Q3;24;2278;234583;
25973;19900193276;"International Journal of Interdisciplinary Social Sciences";journal;"18331882";"Common Ground Research Networks";0,133;Q4;0;2248;4497;
25974;19511;"International Journal of Mobile Communications";journal;"17415217, 1470949X";"Inderscience Publishers";0,133;Q4;0;2295;0;
25975;21101192801;"International Journal of Nutrology";journal;"25952854, 19843011";"";0,133;Q4;54;2295;123929;
25976;14457;"International Journal of the Society of Materials Engineering for Resources";journal;"18846629, 13479725";"Society of Materials Engineering for Resources of Japan";0,133;Q4;4;2219;106511;
25977;8300153114;"International Perspectives on Inclusive Education";book series;"14793636";"Emerald Group Publishing Ltd.";0,133;Q4;36;2337;261759;
25978;21101196750;"International Refugee Law Series";book series;"22133836";"Brill Nijhoff";0,133;Q4;0;2295;0;
25979;21100461499;"International Straits of the World";book series;"09244867";"Brill Academic Publishers";0,133;Q4;0;2274;2274;
25980;21101148502;"International Studies on Military Ethics";book series;"22147926";"Brill Academic Publishers";0,133;Q4;2;2295;4590;
25981;21101197369;"International Water Law Series";book series;"23519606";"Brill Nijhoff";0,133;Q4;2;2295;4590;
25982;21101170615;"Internationale Forschungen zur Allgemeinen und Vergleichenden Literaturwissenschaft";book series;"09296999";"Brill: Rodopi";0,133;Q2;17;2267;38542;
25983;21101197403;"Islamicate Intellectual History";book series;"22128662";"Brill Academic Publishers";0,133;Q3;1;2295;2295;
25984;15268;"Issues in Law and Medicine";journal;"87568160";"Nat. Legal Center Medic. Dependent and Disabled Inc.";0,133;Q4;11;2356;141370;
25985;21100428408;"Japanese Visual Culture";book series;"22102868";"Brill Academic Publishers";0,133;Q2;0;2277;2277;
25986;21100406630;"Jewish and Christian Perspectives Series";book series;"13882074";"Brill Academic Publishers";0,133;Q2;22;2269;131595;
25987;19500157305;"Journal of Food Investigations";journal;"26768704, 04229576";"University of Szeged";0,133;Q4;7;2262;289553;
25988;21101046695;"Journal of Historical Sociolinguistics";journal;"21992908";"De Gruyter Mouton";0,133;Q3;10;2449;97944;
25989;21100775395;"Journal of Information Technology Education: Discussion Cases";journal;"21661324, 21661316";"Informing Science Institute";0,133;Q4;0;2269;0;
25990;5000157106;"Journal of Light and Visual Environment";journal;"03878805";"The Illuminating Engineering Institute of Japan";0,133;Q4;0;2293;0;
25991;19700166621;"Journal of Mammalian Ova Research";journal;"13475878, 13417738";"Japanese Society of Mammalian Ova Research";0,133;Q4;0;2321;0;
25992;21101042491;"Journal of Neuroanaesthesiology and Critical Care";journal;"23480548";"Georg Thieme Verlag";0,133;Q4;75;2301;485575;
25993;21101192305;"Journal of Research on History of Medicine";journal;"2251886X";"Shiraz University of Medical Sciences";0,133;Q2;33;2295;75734;
25994;16100154785;"Journal of the Society of Christian Ethics";journal;"15407942";"Georgetown University Press";0,133;Q3;24;2326;260564;
25995;17115;"Journal of the Textile Association";journal;"03684636";"Textile Association (India)";0,133;Q4;34;2306;292822;
25996;21101232976;"Knowledge Hegemonies in the Early Modern World";book series;"27241394, 27241572";"Fondazione Universita Ca Foscari";0,133;Q3;0;2295;0;
25997;16903;"Labour/Le Travail";journal;"07003862, 19114842";"Athabasca University";0,133;Q2;39;2311;464440;
25998;5600152870;"Langage et Societe";journal;"01814095";"Editions de la Maison des Sciences de l'Homme";0,133;Q3;13;2473;281964;
25999;21100903064;"Language Acquisition and Language Disorders";book series;"09250123";"John Benjamins Publishing Company";0,133;Q3;27;2376;192471;
26000;21100407226;"Later Medieval Europe";book series;"18727875";"Brill Academic Publishers";0,133;Q3;24;2277;77413;
26001;21100380994;"Lecture Notes in Computational Vision and Biomechanics";book series;"22129391, 22129413";"Springer International Publishing AG";0,133;Q4;36;2262;255621;
26002;21100406327;"Legal Aspects of International Organization";book series;"09244883";"Brill Academic Publishers";0,133;Q4;1;2268;9073;
26003;21100405524;"Legal Aspects of Sustainable Development";book series;"18750923";"Brill Academic Publishers";0,133;Q4;0;2282;2282;
26004;21101175397;"Leiden Studies in Indo-European";book series;"09265856";"Brill Academic Publishers";0,133;Q3;1;2295;29835;
26005;21101147941;"Leonardo Studies";book series;"23528052";"Brill Academic Publishers";0,133;Q3;0;2295;0;
26006;21101227927;"Lexis Supplementi: Studies in Ancient Philosophy";book series;"27849759, 27849201";"";0,133;Q3;0;2295;0;
26007;21100407612;"Library of Economic History";book series;"18773206";"Brill Academic Publishers";0,133;Q3;0;2271;34058;
26008;21100868872;"Linguistic Approaches to Literature";book series;"15693112";"John Benjamins Publishing Company";0,133;Q2;2;2252;60800;
26009;21100407361;"Linguistic Biblical Studies";book series;"18777554";"Brill Academic Publishers";0,133;Q3;16;2269;52184;
26010;16300154779;"Lion and the Unicorn";journal;"01472593, 10806563";"Johns Hopkins University Press";0,133;Q2;0;2285;189629;
26011;21101197372;"Literary Modernism";book series;"24059315";"Brill Academic Publishers";0,133;Q2;0;2295;0;
26012;21101160601;"Magical and Religious Literature of Late Antiquity";book series;"2211016X";"Brill Academic Publishers";0,133;Q2;0;2267;0;
26013;21101140502;"Masterclass in Neuroendocrinology";book series;"26622068, 26622076";"Springer Nature";0,133;Q4;22;2267;111093;
26014;21100405740;"Medieval and Renaissance Authors and Texts";book series;"09257683";"Brill Academic Publishers";0,133;Q2;1;2254;6761;
26015;21100457421;"Medieval Franciscans";book series;"15726991";"Brill Academic Publishers";0,133;Q3;15;2295;34425;
26016;21100457074;"Metaforms";book series;"22129405";"Brill Academic Publishers";0,133;Q2;28;2282;173439;
26017;21100781512;"Meteorologica";journal;"1850468X, 0325187X";"Centro Argentino de Meteorologos";0,133;Q4;3;2326;72102;
26018;14131;"Methods in Enzymology";book series;"00766879, 15577988";"Academic Press Inc.";0,133;Q4;267;2295;1147488;
26019;21100464312;"Metode";journal;"21749221, 21743487";"Research and Science Policy of the University of Valencia";0,133;Q4;21;2281;310275;
26020;21101177357;"Modern Asian Art and Visual Culture";book series;"22145257";"Brill Academic Publishers";0,133;Q2;2;2295;4590;
26021;21101032724;"Modulo Arquitectura CUC";journal;"23897732, 01246542";"Universidad de la Costa";0,133;Q2;3;2279;111662;
26022;26238;"Monographs in Oral Science";journal;"00770892";"S. Karger AG";0,133;Q4;24;2930;234397;
26023;21101177535;"Moths and Butterflies of Great Britain and Ireland";book series;"22149104";"Brill Academic Publishers";0,133;Q4;0;2295;0;
26024;3200147827;"National Interest";journal;"08849382";"National Interest";0,133;Q4;0;2215;101902;
26025;21101222664;"National Radio Science Conference, NRSC, Proceedings";conference and proceedings;"11106972";"Institute of Electrical and Electronics Engineers Inc.";0,133;-;38;2295;87209;
26026;21101181768;"Nature, Culture and Literature";book series;"15724344";"Brill Academic Publishers";0,133;Q2;0;2295;0;
26027;21101034071;"Neurographics";journal;"26378329";"American Society of Neuroradiology";0,133;Q4;29;2248;244979;
26028;21100853558;"New Developments in Mass Spectrometry";book series;"20457553";"Royal Society of Chemistry";0,133;Q4;14;2295;32130;
26029;21101046738;"New Directions in Book History";book series;"26346117, 26346125";"Palgrave Macmillan Ltd.";0,133;Q2;28;2293;229285;
26030;21101197413;"New Perspectives on the Cold War";book series;"24522260";"Brill Academic Publishers";0,133;Q3;1;2295;2295;
26031;21100406819;"New Testament Tools, Studies and Documents";book series;"00778842";"Brill Academic Publishers";0,133;Q2;0;2251;90047;
26032;21100201071;"Nietzsche-Studien";journal;"16130790, 03421422";"Walter de Gruyter GmbH";0,133;Q3;14;2300;241504;
26033;21100426622;"Nijhoff International Trade Law Series";book series;"18777392";"Brill Academic Publishers";0,133;Q4;0;2282;0;
26034;21100406789;"Nijhoff Law Specials";book series;"09244549";"Martinus Nijhoff Publishers";0,133;Q4;30;2223;133403;
26035;5700163992;"Nova Religio";journal;"15418480, 10926690";"University of Pennsylvania Press";0,133;Q3;78;2516;732045;
26036;21100204915;"Ochrona Srodowiska";journal;"12306169";"Polskie Zrzeszenie Inzynierow";0,133;Q4;0;2309;2309;
26037;21100840368;"Open Insight";journal;"23958936, 20072406";"Centro de Investigacion Social Avanzada";0,133;Q3;23;2234;288126;
26038;21101044977;"Pakistan Heart Journal";journal;"22279199, 00482706";"Pakistan Cardiac Society";0,133;Q4;68;2252;684565;
26039;15697;"Pediatria Polska";journal;"00313939";"Termedia Publishing House Ltd.";0,133;Q4;61;2281;629496;
26040;21101097344;"Performance Philosophy";journal;"20577176";"Performance Philosophy";0,133;Q2;12;2256;139900;
26041;21100922616;"Pesticide Research Journal";journal;"2249524X, 09706763";"Society of Pesticide Science India";0,133;Q4;17;2284;376867;
26042;21100218133;"Petroleum and Chemical Industry Conference Europe Conference Proceedings, PCIC EUROPE";conference and proceedings;"2166949X, 21669503";"IEEE Computer Society";0,133;-;0;2284;0;
26043;21100408160;"Philo of Alexandria Commentary Series";book series;"1570095X";"Brill Academic Publishers";0,133;Q2;1;2293;2293;
26044;21101145394;"Philological Encounters Monographs";book series;"24519200";"Brill Academic Publishers";0,133;Q2;0;2295;22950;
26045;21100407421;"Philosophia Antiqua";book series;"00791687";"Brill Academic Publishers";0,133;Q2;13;2274;59112;
26046;21101131829;"Philosophical Magazine";journal;"1941580X, 19415796";"Taylor and Francis Ltd.";0,133;Q3;0;2295;0;
26047;21100426042;"Philosophical Studies in Science and Religion";book series;"18778542";"Brill Academic Publishers";0,133;Q3;1;2401;4802;
26048;21101038809;"Philosophy and Politics - Critical Explorations";book series;"23528389, 23528370";"Springer Science and Business Media B.V.";0,133;Q3;23;2295;220318;
26049;21100455734;"Popolazione e Storia";journal;"15914798, 22806784";"Forum Societa Editrice Universitaria Udinese srl";0,133;Q2;7;2297;103360;
26050;21100248904;"Power Systems";book series;"18604676, 16121287";"Springer Science + Business Media";0,133;Q4;60;2293;667219;
26051;21100456758;"Prilozi (Makedonska akademija na naukite i umetnostite. Oddelenie za medicinski nauki)";journal;"18579345";"de Gruyter";0,133;Q4;0;2295;0;
26052;21101185504;"Proceedings of the AAAI Conference on Artificial Intelligence";conference and proceedings;"21595399, 23743468";"Association for the Advancement of Artificial Intelligence";0,133;-;2861;2295;6565926;
26053;17500154901;"Progress in Molecular Biology and Translational Science";book series;"18771173, 18780814";"Elsevier B.V.";0,133;Q4;111;2295;495715;
26054;4900153503;"Projections";journal;"2638342X, 15356191";"MIT Department of Urban Studies and Planning";0,133;Q2;4;2341;23406;
26055;10900153310;"Psicologia Clinica";journal;"01035665";"Pontificia Universidade Catolica do Rio de Janeiro";0,133;Q4;0;2323;139371;
26056;130167;"Psicoterapia Cognitiva e Comportamentale";journal;"11261072";"Edizioni Centro Studi Erickson";0,133;Q4;16;2358;193345;
26057;21100281307;"Recherches en Didactiques des Sciences et des Technologies";journal;"21106460";"Institut National de Recherche Pedagogique";0,133;Q4;8;2353;152929;
26058;16981;"Rehabilitacia";journal;"03750922";"LIECREH GUTH";0,133;Q4;22;2534;367426;
26059;21100418935;"Religion in the Americas Series";book series;"15421279";"Brill Academic Publishers";0,133;Q3;0;2275;0;
26060;21100898992;"Res Musica";journal;"23828080, 17368553";"Estonian Academy of Music and Theatre, Estonian Musicological Society";0,133;Q3;10;2206;121344;
26061;19400157157;"Research in Social Psychology";journal;"09161503";"Japanese Society of Social Psychology";0,133;Q4;13;2257;121861;
26062;21100214706;"Review of Middle East Studies";journal;"23293225";"Cambridge University Press";0,133;Q2;1;2363;224478;
26063;20600195601;"Revista Cientifica de la Sociedad Espanola de Enfermeria Neurologica";journal;"20135246, 21739153";"Ediciones Doyma, S.L.";0,133;Q4;21;2331;184120;
26064;21101109585;"Revista da Faculdade de Direito da Universidade Federal de Minas Gerais";journal;"19841841, 03042340";"Faculdade de Direito da Universidade Federal de Minas Gerais";0,133;Q2;41;2241;190516;
26065;144825;"Revista de Nefrologia, Dialisis y Trasplante";journal;"23468548, 03263428";"Asociacion Regional de Dialisi y Transplantes Renales de Capital Federal y Provincia de Buenos Aires";0,133;Q4;27;2241;452757;
26066;23661;"Revista de Odontologia da UNESP";journal;"18072577, 01011774";"Universidade Estadual Paulista (UNESP)";0,133;Q4;26;2295;59669;
26067;21101065652;"Revista del Cuerpo Medico Hospital Nacional Almanzor Aguinaga Asenjo";journal;"22255109, 22274731";"";0,133;Q4;47;2332;690221;
26068;20000195063;"Revista em Agronegocio e Meio Ambiente";journal;"21769168, 19819951";"University Centre of Maringa - CESUMAR";0,133;Q4;113;2319;1134099;
26069;19700174986;"Revista Mexicana de Enfermeria Cardiologica";journal;"14050315";"Sociedad Mexicana de Cardiologia";0,133;Q4;0;2248;0;
26070;21101169100;"RUDN Journal of Medicine";journal;"23130261, 23130245";"RUDN University";0,133;Q4;42;2280;175595;
26071;21100427160;"Rulers and Elites";book series;"22114629, 22114610";"Brill Academic Publishers";0,133;Q3;0;2268;22678;
26072;21100909463;"Science of Synthesis";book series;"25667297, 25105469";"Georg Thieme Verlag";0,133;Q4;21;2391;669400;
26073;21101147940;"Scientific and Learned Cultures and Their Institutions";book series;"23521325";"Brill Academic Publishers";0,133;Q3;9;2295;20655;
26074;19600157312;"Scientific Annals of Computer Science";journal;"18438121, 22482695";"Alexandru Ioan Cuza University of Iasi";0,133;Q4;8;2513;103036;
26075;21100999216;"Scripta Instituti Donneriani Aboensis";conference and proceedings;"23434937";"Donner Institute for Research in Religious and Cultural History";0,133;-;0;2293;0;
26076;21101157251;"Selected Works of Juan Luis Vives";book series;"09210717";"Brill Academic Publishers";0,133;Q3;0;2295;0;
26077;21100905630;"Series on Chinese Economics Research";book series;"22511644";"World Scientific";0,133;Q4;0;2285;150779;
26078;21100823806;"Series on Concrete and Applicable Mathematics";book series;"17931142";"World Scientific";0,133;Q4;0;2282;0;
26079;21100856758;"Series on Contemporary China";book series;"17930847";"World Scientific";0,133;Q3;0;2231;69173;
26080;21101039841;"Signata";journal;"25657097, 20329806";"Universite de Liege, Centre de Semiotique et Rhetorique";0,133;Q3;20;2270;172498;
26081;21100425312;"Social and Critical Theory";book series;"1572459X";"Brill Academic Publishers";0,133;Q3;0;2282;27385;
26082;21101039099;"Societies and Political Orders in Transition";book series;"25112201, 2511221X";"Springer Science and Business Media Deutschland GmbH";0,133;Q4;0;2295;66554;
26083;19900192590;"Sport Science";journal;"18403662, 18403670";"University of Travnik";0,133;Q4;0;2440;495308;
26084;21101188712;"Springer International Handbooks of Education";book series;"21971951, 2197196X";"Springer International Publishing";0,133;Q4;317;2295;727507;
26085;5000158508;"Springer Tracts in Modern Physics";book series;"00813869, 16150430";"Springer Verlag";0,133;Q4;2;2285;185047;
26086;21100321695;"SpringerBriefs in Applied Sciences and Technology";book series;"21915318, 2191530X";"Springer Publishing Company";0,133;Q4;300;2260;5426489;
26087;21101155960;"St Andrews Studies in Reformation History";book series;"24684317";"Brill Academic Publishers";0,133;Q2;0;2250;60753;
26088;21101185810;"Studia Biblica Slovaca";journal;"26444879, 13380141";"Comenius University in Bratislava";0,133;Q3;0;2295;0;
26089;21100406811;"Studia Judaeoslavica";book series;"18766153";"Brill Academic Publishers";0,133;Q3;0;2282;29667;
26090;5800207625;"Studia Romanica Posnaniensia";journal;"20844158, 01372475";"Adam Mickiewicz University";0,133;Q2;51;2270;460717;
26091;21100994460;"Studia Rudolphina";journal;"12135372";"Artefactum";0,133;Q2;0;2211;42005;
26092;21100420111;"Studia Semitica Neerlandica";book series;"00816914";"Brill Academic Publishers";0,133;Q3;1;2277;63745;
26093;21101158944;"Studien zur Osterreichischen Philosophie";book series;"01674102";"Brill Academic Publishers";0,133;Q3;14;2295;32130;
26094;21100868884;"Studies in Chinese Language and Discourse";book series;"18795382";"John Benjamins Publishing Company";0,133;Q3;0;2445;36679;
26095;21100407115;"Studies in Contemporary Phenomenology";book series;"18752470";"Brill Academic Publishers";0,133;Q3;1;2260;31646;
26096;21100405752;"Studies in EU External Relations";book series;"18750451";"Brill Academic Publishers";0,133;Q4;0;2231;66920;
26097;21100406934;"Studies in Global Social History";book series;"18746705";"Brill Academic Publishers";0,133;Q3;41;2270;288253;
26098;21101145387;"Studies in Language, Culture and Society";book series;"21957479";"Peter Lang Publishing Group";0,133;Q3;15;2295;34425;
26099;21100983212;"Studies in Mechanobiology, Tissue Engineering and Biomaterials";book series;"18682014, 18682006";"Springer International Publishing";0,133;Q4;0;2295;0;
26100;21101170616;"Studies in Netherlandish Art and Cultural History";book series;"18729932";"Brill Academic Publishers";0,133;Q2;0;2295;0;
26101;21100442224;"Studies in Persian Cultural History";book series;"22103554";"Brill Academic Publishers";0,133;Q2;0;2287;6860;
26102;21100423705;"Studies in Public and Non-Profit Governance";book series;"20516630, 20516649";"Emerald Group Publishing Ltd.";0,133;Q4;0;2295;0;
26103;21100427033;"Studies in Reformed Theology";book series;"15714799";"Brill Academic Publishers";0,133;Q3;0;2286;50295;
26104;21100430595;"Studies in Space Law";book series;"18717659";"Brill Academic Publishers";0,133;Q4;3;2725;16348;
26105;21100457062;"Studies in Territorial and Cultural Diversity Governance";book series;"22132570";"Brill Academic Publishers";0,133;Q4;20;2283;79911;
26106;21100427145;"Studies in Theology and Religion";book series;"1566208X";"Brill Academic Publishers";0,133;Q3;17;2235;125168;
26107;21101070122;"Studies in World Literature";book series;"23653817";"Ibidem Verlag";0,133;Q2;0;2223;22234;
26108;21100425762;"Studies of Religion in Africa";book series;"01699814";"Brill Academic Publishers";0,133;Q3;1;2268;6803;
26109;21101199912;"Studies on East Asian Religions";book series;"24520098";"Brill Academic Publishers";0,133;Q3;12;2295;27540;
26110;21101181975;"Studies on Performing Arts and Literature of the Islamicate World";book series;"22146563";"Brill Academic Publishers";0,133;Q2;0;2295;0;
26111;11800154586;"Summa Phytopathologica";journal;"01005405, 19805454";"Universidade Estadual Paulista (UNESP)";0,133;Q4;9;2510;351411;
26112;21100406830;"Supplements to The Journal of Jewish Thought and Philosophy";book series;"18739008";"Brill Academic Publishers";0,133;Q3;3;2282;6846;
26113;21101196743;"Supplements to the Textual History of the Bible";book series;"22145958";"Brill Academic Publishers";0,133;Q3;11;2295;25245;
26114;5000158712;"Synthesis Lectures on Biomedical Engineering";book series;"19300328";"Springer International Publishing";0,133;Q4;17;2326;207055;
26115;5000158709;"Synthesis Lectures on Digital Circuits and Systems";book series;"19323166";"Springer International Publishing";0,133;Q4;21;2371;220475;
26116;5000158707;"Synthesis Lectures on Image, Video, and Multimedia Processing";book series;"15598136";"Springer International Publishing";0,133;Q4;13;3282;75494;
26117;5000158715;"Synthesis Lectures on Signal Processing";book series;"19321236";"Springer International Publishing";0,133;Q4;0;2246;33684;
26118;25880;"Techniques - Sciences - Methodes";journal;"02997258";"Assoc. Generale des Hygienistes et Techniciens Municipaux";0,133;Q4;35;2289;773755;
26119;17170;"Textiles Trends";trade journal;"00405205";"Eastland Publications Private Ltd.";0,133;Q4;0;2231;4461;
26120;21101109508;"TH Open";journal;"25129465, 25673459";"Thieme";0,133;Q4;0;2295;0;
26121;19700186276;"The Australasian journal of optometry";journal;"0817881X";"Optometrists Association Australia";0,133;Q4;2;2311;9243;
26122;21100427270;"Themes in Biblical Narrative";book series;"13883909";"Brill Academic Publishers";0,133;Q3;0;2293;0;
26123;21100437632;"Time, Astronomy, and Calendars";book series;"22116338, 2211632X";"Brill Academic Publishers";0,133;Q3;0;2295;0;
26124;21100852104;"Universitatis Iagellonicae Acta Mathematica";journal;"08600120, 20843828";"Jagiellonian University Press";0,133;Q4;0;2243;6728;
26125;21974;"Update in Anaesthesia";journal;"13534882";"Roayal Devon and Exeter Healthcare NHS Trust";0,133;Q4;8;2258;106128;
26126;4500151536;"USDA Forest Service - Research Note PNW-RN";journal;"08899738";"USDA Forest Service";0,133;Q4;0;2325;4649;
26127;4900152714;"USDA Forest Service - Research Paper PNW-RP";journal;"08825165";"USDA Forest Service";0,133;Q4;1;2320;11602;
26128;21101145385;"Utrecht Studies in Language and Communication";book series;"09277706";"Brill Academic Publishers";0,133;Q3;23;2267;92955;
26129;21101266540;"Veleia";journal;"02132095, 24443565";"UPV/EHU Press";0,133;Q2;21;2295;48194;
26130;21100920050;"Water and Energy International";journal;"09744711, 09744207";"Central Board of Irrigation and Power";0,133;Q4;97;2285;1217741;
26131;21101170617;"Women Writers in History";book series;"23528354";"Brill: Rodopi";0,133;Q2;0;2267;27206;
26132;26069;"Wood and Fiber Science";journal;"07356161";"Society of Wood Science and Technology";0,133;Q4;0;2621;34070;
26133;21101149926;"World Art";journal;"21500894, 21500908";"Taylor and Francis Ltd.";0,133;Q2;20;2358;91957;
26134;21101147937;"Yearbook of the Research Centre for German and Austrian Exile Studies";book series;"13883720";"Brill Rodopi";0,133;Q3;11;2295;25245;
26135;21100862481;"ACRN Journal of Finance and Risk Perspectives";journal;"23057394";"ACRN Oxford Ltd.";0,132;Q4;0;2474;113817;
26136;26759;"Acta Medica Bulgarica";journal;"03241750";"Walter de Gruyter GmbH";0,132;Q4;85;2261;630756;
26137;21100202112;"Acta Veterinaria Brasilica";journal;"19815484";"Universidade Federal Rural do Semi-Arido";0,132;Q4;45;2296;631468;
26138;19900192604;"Adolescencia e Saude";journal;"16799941, 21775281";"Nucleo de Estudos da Saude do Adolescente";0,132;Q4;7;2261;126603;
26139;19882;"Advanced Materials and Processes";trade journal;"08827958";"ASM International";0,132;Q4;51;2278;753853;
26140;21100202939;"Annales Francaises de Medecine d'Urgence";journal;"21086591, 21086524";"Springer Paris";0,132;Q4;47;2268;684795;
26141;5900152782;"Architectural Design";journal;"00038504";"Wiley-Blackwell";0,132;Q2;100;2345;1144503;
26142;21101201500;"Archivos Peruanos de Cardiologia y Cirugia Cardiovascular";journal;"27087212";"National Cardiovascular Institute - INCOR";0,132;Q4;40;2292;91671;
26143;21101063834;"Arqueologia y Territorio Medieval";journal;"11343184, 23865423";"Universidad de Jaen Campus Las Lagunillas";0,132;Q3;7;2433;63265;
26144;21100465146;"Atalanta";journal;"23401176";"Departamento de Literatura Espanola-Universidad de Sevilla";0,132;Q2;15;2362;207888;
26145;21100942831;"Bibliotecas, Anales de Investigacion";journal;"16838947, 0006176X";"Biblioteca Nacional de Cuba Jose Marti";0,132;Q4;43;2320;482650;
26146;21101192681;"Bosniaca";journal;"15125033, 23038888";"National and University Library of Bosnia and Herzegovina";0,132;Q3;13;2292;29793;
26147;5700160810;"Boundary 2";journal;"01903659, 15272141";"Duke University Press";0,132;Q2;33;2300;455408;
26148;13098;"BSGLg";journal;"07707576, 25070711";"Societe Geographique de Liege";0,132;Q4;21;2255;243499;
26149;21101047714;"Building Simulation Conference Proceedings";conference and proceedings;"25222708";"International Building Performance Simulation Association";0,132;-;0;2292;0;
26150;16600;"Ceska Radiologie";journal;"12107883";"Czech Medical Association J.E. Purkyne";0,132;Q4;26;2260;350315;
26151;21101126084;"China Condiment";journal;"10009973";"Editorial Department of China Condiment";0,132;Q4;0;2254;171272;
26152;21101039800;"Chinese Journal of Clinical Infectious Diseases";journal;"16742397";"Chinese Medical Journals Publishing House Co.Ltd";0,132;Q4;40;2277;560184;
26153;21100944569;"Comparative Law Review";journal;"08669449, 23917644";"Nicolaus Copernicus University";0,132;Q4;10;2247;152795;
26154;21100388414;"Crossings";journal;"20404352, 20404344";"Intellect Ltd.";0,132;Q3;7;2323;169612;
26155;19700177335;"Didactica Slovenica - Pedagoska Obzorja";journal;"03531392";"Pedagoska Obzorja d.o.o";0,132;Q4;0;2424;276357;
26156;20620;"Ekonomski Pregled";journal;"04247558";"Hrvatsko Drustvo Ekonomista";0,132;Q4;27;2334;380473;
26157;21100825855;"Fatigue of Aircraft Structures";journal;"20817738, 23007591";"De Gruyter Open Ltd";0,132;Q4;0;2247;105609;
26158;21101045322;"Feminist German Studies";journal;"25785192, 25785206";"University of Nebraska Press";0,132;Q3;10;2304;122094;
26159;21100202737;"Folklore (Estonia)";journal;"14060949, 14060957";"FB and Media Group of Estonian Literary Museum";0,132;Q3;29;2335;403917;
26160;21585;"Giornale di Chirurgia";journal;"03919005, 1971145X";"Wolters Kluwer Health";0,132;Q4;18;2393;162713;
26161;6500153105;"Greece and Rome";journal;"00173835";"Cambridge University Press";0,132;Q2;19;2291;258827;
26162;19700201684;"Haseki Tip Bulteni";journal;"21472688, 13020072";"Galenos Publishing House";0,132;Q4;50;2270;780952;
26163;20500195077;"Historia Constitucional";journal;"15764729";"Seminario de Historia Constitucional "MartÃ­nez Marina"";0,132;Q3;44;2408;419075;
26164;19700183029;"Historia Unisinos";journal;"22361782, 15193861";"Universidade do Vale do Rio dos Sinos";0,132;Q3;8;2302;474197;
26165;21101199356;"IAES International Journal of Robotics and Automation";journal;"27222586, 20894856";"Intelektual Pustaka Media Utama";0,132;Q4;47;2292;107714;
26166;21101020141;"Indiana";journal;"03418642, 23652225";"Ibero - Amerikanisches Institut";0,132;Q3;15;2314;168958;
